id,trip_id,sequence_number,start_bus_stop,end_bus_stop
1049,55,6,000000425,000000423
1050,55,7,000000423,000000418
1051,55,8,000000418,000000420
1052,55,9,000000420,000000362
1053,55,10,000000362,000001012
1054,55,11,000001012,000000289
1055,55,12,000000289,000001349
1056,55,13,000001349,000000203
1057,55,14,000000203,000000283
1058,55,15,000000283,000001337
1059,55,16,000001337,000000541
1060,55,17,000000541,000000539
1061,55,18,000000539,000000535
1062,55,19,000000535,000000532
1063,55,20,000000532,000000533
1064,56,1,000000770,000001362
1065,56,2,000001362,000000441
1066,56,3,000000441,000000762
1067,56,4,000000762,000000764
1068,56,5,000000764,000000766
1069,56,6,000000766,000000768
1070,56,7,000000768,000000423
1071,56,8,000000423,000000418
1072,56,9,000000418,000000420
1073,56,10,000000420,000000362
1074,56,11,000000362,000000416
1075,56,12,000000416,000000306
1076,56,13,000000306,000000294
1077,57,1,000000439,000001399
1078,57,2,000001399,000000429
1079,57,3,000000429,000000427
1080,57,4,000000427,000000584
1081,57,5,000000584,000000380
1082,57,6,000000380,000000378
1083,57,7,000000378,000000376
1084,57,8,000000376,000000374
1085,57,9,000000374,000000372
1086,57,10,000000372,000000370
1087,57,11,000000370,000000585
1088,57,12,000000585,100000131
1089,57,13,100000131,000000193
1090,57,14,000000193,100000010
1091,57,15,100000010,000000155
1092,57,16,000000155,000000153
1093,57,17,000000153,000000152
1094,57,18,000000152,000000157
1095,58,1,000000058,000000056
1096,58,2,000000056,000000054
1097,58,3,000000054,000000052
1098,58,4,000000052,000000050
1099,58,5,000000050,000000048
1100,58,6,000000048,000000018
1101,58,7,000000018,000000011
1102,58,8,000000011,000000009
1103,58,9,000000009,000000006
1104,58,10,000000006,000000145
1105,58,11,000000145,000000161
1106,58,12,000000161,000000163
1107,58,13,000000163,000000166
1108,58,14,000000166,000000167
1109,58,15,000000167,000000168
1110,58,16,000000168,000000176
1111,58,17,000000176,000000260
1112,58,18,000000260,000000262
1113,58,19,000000262,000000264
1114,58,20,000000264,000000266
1115,58,21,000000266,000000224
1116,58,22,000000224,000000222
1117,58,23,000000222,000000217
1118,58,24,000000217,000000220
1119,58,25,000000220,000000658
1120,58,26,000000658,000000657
1121,58,27,000000657,000000190
1122,58,28,000000190,000000192
1123,59,1,000000415,000000289
1124,59,2,000000289,000000288
1125,59,3,000000288,000000258
1126,59,4,000000258,000000177
1127,59,5,000000177,000000182
1128,59,6,000000182,000000165
1129,59,7,000000165,000000164
1130,60,1,000000020,000000018
1131,60,2,000000018,000000011
1132,60,3,000000011,000000009
1133,60,4,000000009,000000006
1134,60,5,000000006,000000145
1135,60,6,000000145,000000161
1136,60,7,000000161,000000163
1137,60,8,000000163,000000166
1138,60,9,000000166,000000167
1139,60,10,000000167,000000168
1140,60,11,000000168,000000176
1141,60,12,000000176,000000256
1142,60,13,000000256,000000271
1143,60,14,000000271,000000305
1144,60,15,000000305,000000417
1145,60,16,000000417,000000416
1146,61,1,000000687,000000020
1147,61,2,000000020,000000018
1148,61,3,000000018,000000011
1149,61,4,000000011,000000009
1150,61,5,000000009,000000006
1151,61,6,000000006,000000004
1152,61,7,000000004,000000147
1153,61,8,000000147,000000149
1154,61,9,000000149,000000151
1155,61,10,000000151,000001225
1156,61,11,000001225,000000248
1157,61,12,000000248,000000250
1158,61,13,000000250,000000259
1159,61,14,000000259,000000307
1160,61,15,000000307,000000290
1161,61,16,000000290,000000937
1162,61,17,000000937,000000371
1163,61,18,000000371,000000373
1164,61,19,000000373,000000375
1165,61,20,000000375,000000377
1166,61,21,000000377,000000379
1167,61,22,000000379,000000583
1168,61,23,000000583,000000426
1169,61,24,000000426,000000428
1170,61,25,000000428,000001400
1171,61,26,000001400,000001227
1172,62,1,000000130,000001280
1173,62,2,000001280,000000132
1174,62,3,000000132,000001610
1175,62,4,000001610,000000128
1176,62,5,000000128,000001278
1177,62,6,000001278,000000654
1178,62,7,000000654,000000126
1179,62,8,000000126,000000112
1180,62,9,000000112,000000624
1181,62,10,000000624,000000114
1182,62,11,000000114,000000641
1183,62,12,000000641,000000643
1184,62,13,000000643,000001295
1185,62,14,000001295,000000140
1186,62,15,000000140,000000142
1187,62,16,000000142,000001436
1188,62,17,000001436,000000195
1189,62,18,000000195,000000197
1190,62,19,000000197,000000199
1191,62,20,000000199,000000256
1192,62,21,000000256,000000271
1193,62,22,000000271,000000305
1194,62,23,000000305,000000417
1195,62,24,000000417,000000413
1196,62,25,000000413,000000401
1197,62,26,000000401,000000402
1198,63,1,000000554,000001426
1199,63,2,000001426,100000029
1200,63,3,100000029,100000030
1201,63,4,100000030,000000576
1202,63,5,000000576,000000549
1203,63,6,000000549,000000542
1204,63,7,000000542,000000701
1205,63,8,000000701,000000700
1206,63,9,000000700,000000629
1207,63,10,000000629,000000178
1208,63,11,000000178,000001404
1209,63,12,000001404,000000152
1210,63,13,000000152,000000150
1211,63,14,000000150,000000148
1212,63,15,000000148,000000145
1213,63,16,000000145,000000745
1214,63,17,000000745,000000746
1215,63,18,000000746,000000017
1216,63,19,000000017,000000013
1217,63,20,000000013,000000019
1218,63,21,000000019,000000018
1219,64,1,000000117,000000114
1220,64,2,000000114,000000641
1221,64,3,000000641,000000643
1222,64,4,000000643,000001295
1223,64,5,000001295,000000140
1224,64,6,000000140,000000142
1225,64,7,000000142,000001436
1226,64,8,000001436,000000195
1227,64,9,000000195,000000197
1228,64,10,000000197,000000199
1229,64,11,000000199,000000259
1230,64,12,000000259,000000203
1231,65,1,000000090,000000089
1232,65,2,000000089,000000087
1233,65,3,000000087,000000085
1234,65,4,000000085,000000083
1235,65,5,000000083,000000081
1236,65,6,000000081,000000079
1237,65,7,000000079,000000077
1238,65,8,000000077,000000075
1239,65,9,000000075,000000070
1240,65,10,000000070,000000068
1241,65,11,000000068,000000066
1242,65,12,000000066,000000064
1243,65,13,000000064,000001411
1244,65,14,000001411,000000062
1245,65,15,000000062,000000052
1246,65,16,000000052,000000050
1247,65,17,000000050,000000048
1248,65,18,000000048,000000018
1249,65,19,000000018,000000011
1250,65,20,000000011,000000009
1251,65,21,000000009,000000006
1252,65,22,000000006,000000004
1253,65,23,000000004,000000634
1254,65,24,000000634,000000561
1255,65,25,000000561,000000725
1256,65,26,000000725,000000533
1257,65,27,000000533,000000531
1258,65,28,000000531,000000534
1259,65,29,000000534,000000538
1260,65,30,000000538,000000540
1261,65,31,000000540,000000780
1262,65,32,000000780,000000778
1263,65,33,000000778,000000776
1264,65,34,000000776,000000621
1265,66,1,000000137,000000136
1266,66,2,000000136,000000668
1267,66,3,000000668,000000094
1268,66,4,000000094,000000092
1269,66,5,000000092,000000962
1270,66,6,000000962,000001411
1271,66,7,000001411,000000062
1272,66,8,000000062,000000052
1273,66,9,000000052,000000050
1274,66,10,000000050,000000048
1275,66,11,000000048,000000018
1276,66,12,000000018,000000011
1277,66,13,000000011,000000009
1278,66,14,000000009,000000006
1279,66,15,000000006,000000004
1280,66,16,000000004,000000147
1281,66,17,000000147,000000149
1282,66,18,000000149,000001405
1283,66,19,000001405,000000178
1284,67,1,000000003,000000124
1285,67,2,000000124,000000123
1286,67,3,000000123,000000121
1287,67,4,000000121,000000119
1288,67,5,000000119,000000111
1289,67,6,000000111,000000109
1290,67,7,000000109,100000019
1291,67,8,100000019,000000112
1292,67,9,000000112,000000624
1293,67,10,000000624,000000114
1294,67,11,000000114,000000641
1295,67,12,000000641,000000643
1296,67,13,000000643,000001295
1297,67,14,000001295,000000140
1298,67,15,000000140,000000142
1299,67,16,000000142,000001436
1300,67,17,000001436,000000195
1301,67,18,000000195,000000197
1302,67,19,000000197,000000199
1303,67,20,000000199,000000259
1304,67,21,000000259,000000307
1305,67,22,000000307,000000287
1306,68,1,000000003,000000124
1307,68,2,000000124,000000123
1308,68,3,000000123,000000121
1309,68,4,000000121,000000119
1310,68,5,000000119,000000111
1311,68,6,000000111,000000109
1312,68,7,000000109,000000957
1313,68,8,000000957,000000117
1314,68,9,000000117,000000114
1315,68,10,000000114,000000641
1316,68,11,000000641,000000643
1317,68,12,000000643,000001295
1318,68,13,000001295,000000140
1319,68,14,000000140,000000142
1320,68,15,000000142,000001436
1321,68,16,000001436,000000195
1322,68,17,000000195,000000197
1323,68,18,000000197,000000199
1324,68,19,000000199,000000259
1325,68,20,000000259,000000307
1326,68,21,000000307,000000287
1327,69,1,000000012,000000016
1328,69,2,000000016,000000014
1329,69,3,000000014,000000015
1330,69,4,000000015,000000183
1331,69,5,000000183,000000185
1332,69,6,000000185,000000157
1333,69,7,000000157,000000639
1334,69,8,000000639,000000248
1335,69,9,000000248,000000250
1336,69,10,000000250,000000259
1337,69,11,000000259,000000307
1338,69,12,000000307,000000290
1339,69,13,000000290,000000413
1340,69,14,000000413,000000401
1341,69,15,000000401,000000406
1342,69,16,000000406,000001445
1343,69,17,000001445,000000621
1344,70,1,000000439,000001399
1345,70,2,000001399,000000429
1346,70,3,000000429,000000427
1347,70,4,000000427,000000584
1348,70,5,000000584,000000380
1349,70,6,000000380,000000378
1350,70,7,000000378,000000376
1351,70,8,000000376,000000374
1352,70,9,000000374,000000372
1353,70,10,000000372,000000370
1354,70,11,000000370,000000585
1355,70,12,000000585,100000131
1356,70,13,100000131,000000283
1357,70,14,000000283,000001337
1358,70,15,000001337,000000541
1359,70,16,000000541,000000539
1360,70,17,000000539,000000535
1361,70,18,000000535,000000532
1362,70,19,000000532,000001464
1363,71,1,000000163,000000166
1364,71,2,000000166,000000167
1365,71,3,000000167,000000168
1366,71,4,000000168,000000176
1367,71,5,000000176,000000259
1368,71,6,000000259,000000307
1369,71,7,000000307,000000287
1370,71,8,000000287,000000281
1371,71,9,000000281,000000369
1372,71,10,000000369,000000371
1373,71,11,000000371,000000401
1374,71,12,000000401,000000406
1375,71,13,000000406,000001445
1376,71,14,000001445,000000621
1377,72,1,000000163,000000166
1378,72,2,000000166,000000167
1379,72,3,000000167,000000168
1380,72,4,000000168,000000176
1381,72,5,000000176,000000259
1382,72,6,000000259,000000203
1383,72,7,000000203,000000283
1384,72,8,000000283,000000543
1385,72,9,000000543,000000548
1386,72,10,000000548,000000551
1387,72,11,000000551,000000552
1388,72,12,000000552,000001427
1389,72,13,000001427,000000554
1390,73,1,000000516,000000518
1391,73,2,000000518,000000521
1392,73,3,000000521,000000523
1393,73,4,000000523,000000525
1394,73,5,000000525,000000529
1395,73,6,000000529,000001313
1396,73,7,000001313,000000718
1397,73,8,000000718,000000527
1398,73,9,000000527,000000721
1399,73,10,000000721,000000534
1400,73,11,000000534,000000538
1401,73,12,000000538,000000540
1402,73,13,000000540,000000542
1403,73,14,000000542,000000282
1404,73,15,000000282,000000286
1405,74,1,000000516,000000518
1406,74,2,000000518,000000521
1407,74,3,000000521,000000523
1408,74,4,000000523,000000525
1409,74,5,000000525,000000529
1410,74,6,000000529,000001313
1411,74,7,000001313,000000718
1412,74,8,000000718,000000527
1413,74,9,000000527,000000721
1414,74,10,000000721,000000532
1415,74,11,000000532,000000636
1416,74,12,000000636,000000724
1417,74,13,000000724,000000560
1418,74,14,000000560,000000635
1419,74,15,000000635,000000147
1420,74,16,000000147,000000149
1421,74,17,000000149,000000156
1422,74,18,000000156,000000167
1423,74,19,000000167,000000168
1424,74,20,000000168,000000176
1425,74,21,000000176,000000198
1426,74,22,000000198,000000196
1427,74,23,000000196,000000194
1428,74,24,000000194,000000141
1429,74,25,000000141,000000139
1430,74,26,000000139,000001294
1431,74,27,000001294,000000642
1432,74,28,000000642,000000640
1433,74,29,000000640,000000115
1434,74,30,000000115,000000117
1435,75,1,000000204,000001438
1436,75,2,000001438,000000206
1437,75,3,000000206,000000209
1438,75,4,000000209,000000211
1439,75,5,000000211,000000213
1440,75,6,000000213,000000216
1441,75,7,000000216,000000263
1442,75,8,000000263,000000261
1443,75,9,000000261,000000256
1444,75,10,000000256,000000296
1445,75,11,000000296,000000201
1446,75,12,000000201,000000203
1447,75,13,000000203,000000283
1448,75,14,000000283,000000543
1449,75,15,000000543,000000548
1450,75,16,000000548,000000551
1451,75,17,000000551,000000552
1452,75,18,000000552,000001427
1453,75,19,000001427,000000554
1454,76,1,000000137,000000136
1455,76,2,000000136,000000668
1456,76,3,000000668,000000094
1457,76,4,000000094,000000092
1458,76,5,000000092,000000962
1459,76,6,000000962,000001411
1460,76,7,000001411,000000062
1461,76,8,000000062,000000052
1462,76,9,000000052,000000050
1463,76,10,000000050,000000048
1464,76,11,000000048,000000018
1465,76,12,000000018,000000011
1466,76,13,000000011,000000009
1467,76,14,000000009,000000006
1468,76,15,000000006,000000004
1469,76,16,000000004,000000147
1470,76,17,000000147,000000149
1471,76,18,000000149,000000151
1472,76,19,000000151,000001225
1473,76,20,000001225,000000248
1474,76,21,000000248,000000250
1475,76,22,000000250,000000259
1476,76,23,000000259,000000307
1477,77,1,000001347,000000943
1478,77,2,000000943,000000941
1479,77,3,000000941,000000939
1480,77,4,000000939,000000137
1481,77,5,000000137,000000136
1482,77,6,000000136,000000668
1483,77,7,000000668,000000094
1484,77,8,000000094,000000092
1485,77,9,000000092,000000962
1486,77,10,000000962,000001411
1487,77,11,000001411,000000062
1488,77,12,000000062,000000052
1489,77,13,000000052,000000050
1490,77,14,000000050,000000048
1491,77,15,000000048,000000018
1492,77,16,000000018,000000011
1493,77,17,000000011,000000009
1494,77,18,000000009,000000006
1495,77,19,000000006,000000004
1496,77,20,000000004,000000147
1497,77,21,000000147,000000149
1498,77,22,000000149,000000151
1499,77,23,000000151,000001225
1500,77,24,000001225,000000248
1501,77,25,000000248,000000250
1502,77,26,000000250,000000259
1503,77,27,000000259,000000307
1504,78,1,000001464,000000531
1505,78,2,000000531,000000534
1506,78,3,000000534,000000538
1507,78,4,000000538,000000540
1508,78,5,000000540,000000542
1509,78,6,000000542,000000282
1510,78,7,000000282,000000193
1511,78,8,000000193,100000010
1512,78,9,100000010,000000155
1513,78,10,000000155,000001154
1514,78,11,000001154,000000159
1515,78,12,000000159,000000182
1516,78,13,000000182,000000165
1517,78,14,000000165,000000164
1518,79,1,000000067,000000069
1519,79,2,000000069,000000071
1520,79,3,000000071,000000072
1521,79,4,000000072,000000024
1522,79,5,000000024,000000022
1523,79,6,000000022,000000020
1524,79,7,000000020,000000018
1525,79,8,000000018,000000011
1526,79,9,000000011,000000009
1527,79,10,000000009,000000006
1528,79,11,000000006,000000004
1529,79,12,000000004,000000147
1530,79,13,000000147,000000149
1531,79,14,000000149,000000150
1532,80,1,000000636,000000558
1533,80,2,000000558,000000618
1534,80,3,000000618,000000555
1535,80,4,000000555,000000702
1536,80,5,000000702,000000282
1537,80,6,000000282,000000279
1538,80,7,000000279,000000281
1539,80,8,000000281,000000369
1540,80,9,000000369,000000371
1541,80,10,000000371,000000373
1542,80,11,000000373,000000375
1543,80,12,000000375,000000377
1544,80,13,000000377,000000379
1545,80,14,000000379,000000380
1546,81,1,000001347,000000955
1547,81,2,000000955,000000953
1548,81,3,000000953,000000951
1549,81,4,000000951,000001364
1550,81,5,000001364,000001365
1551,81,6,000001365,000001367
1552,81,7,000001367,000001369
1553,81,8,000001369,000000068
1554,81,9,000000068,000000066
1555,81,10,000000066,000000962
1556,81,11,000000962,000001411
1557,81,12,000001411,000000062
1558,81,13,000000062,000000052
1559,81,14,000000052,000000050
1560,81,15,000000050,000000048
1561,81,16,000000048,000000018
1562,81,17,000000018,000000011
1563,81,18,000000011,000000009
1564,81,19,000000009,000000006
1565,81,20,000000006,000000004
1566,81,21,000000004,000000147
1567,81,22,000000147,000000149
1568,81,23,000000149,000000150
1569,82,1,000001377,000001452
1570,82,2,000001452,000000626
1571,82,3,000000626,000001340
1572,82,4,000001340,000000608
1573,82,5,000000608,000000286
1574,83,1,000001213,000001212
1575,83,2,000001212,000001210
1576,83,3,000001210,000001208
1577,83,4,000001208,000001206
1578,83,5,000001206,000000427
1579,83,6,000000427,000000584
1580,83,7,000000584,000000380
1581,83,8,000000380,000000378
1582,83,9,000000378,000000376
1583,83,10,000000376,000000374
1584,83,11,000000374,000000401
1585,83,12,000000401,000000402
1586,84,1,000000554,000001426
1587,84,2,000001426,100000029
1588,84,3,100000029,100000030
1589,84,4,100000030,000000576
1590,84,5,000000576,000000549
1591,84,6,000000549,000000542
1592,84,7,000000542,000000545
1593,84,8,000000545,000000547
1594,84,9,000000547,000001339
1595,84,10,000001339,000000776
1596,84,11,000000776,000001446
1597,84,12,000001446,000000405
1598,84,13,000000405,000000400
1599,84,14,000000400,000000373
1600,84,15,000000373,000000375
1601,84,16,000000375,000000377
1602,84,17,000000377,000000379
1603,84,18,000000379,000000380
1604,85,1,000000554,000001426
1605,85,2,000001426,100000029
1606,85,3,100000029,100000030
1607,85,4,100000030,000000576
1608,85,5,000000576,000000549
1609,85,6,000000549,000000542
1610,85,7,000000542,000000282
1611,85,8,000000282,000000202
1612,85,9,000000202,000000200
1613,85,10,000000200,000000293
1614,85,11,000000293,000000271
1615,85,12,000000271,000000291
1616,86,1,000001453,000001454
1617,86,2,000001454,000001455
1618,86,3,000001455,000001456
1619,86,4,000001456,000001457
1620,86,5,000001457,000001458
1621,86,6,000001458,000000501
1622,86,7,000000501,000000508
1623,86,8,000000508,000000506
1624,86,9,000000506,000000505
1625,87,1,000000807,000000627
1626,87,2,000000627,000000562
1627,87,3,000000562,000000632
1628,87,4,000000632,000000511
1629,87,5,000000511,000000513
1630,87,6,000000513,000000504
1631,87,7,000000504,000000508
1632,87,8,000000508,000000506
1633,87,9,000000506,000000912
1634,87,10,000000912,000000916
1635,88,1,100000026,000000163
1636,88,2,000000163,000000166
1637,88,3,000000166,000000167
1638,88,4,000000167,000000168
1639,88,5,000000168,000000176
1640,88,6,000000176,000000259
1641,88,7,000000259,000001451
1642,88,8,000001451,000000283
1643,88,9,000000283,000001337
1644,88,10,000001337,000000541
1645,88,11,000000541,000000539
1646,88,12,000000539,000000535
1647,88,13,000000535,000000720
1648,88,14,000000720,000000528
1649,88,15,000000528,000000717
1650,88,16,000000717,000001313
1651,89,1,000000505,000000507
1652,89,2,000000507,000000509
1653,89,3,000000509,000000503
1654,89,4,000000503,000000512
1655,89,5,000000512,000000510
1656,89,6,000000510,000000138
1657,89,7,000000138,000000716
1658,89,8,000000716,000000519
1659,89,9,000000519,000000521
1660,89,10,000000521,000000523
1661,89,11,000000523,000000525
1662,89,12,000000525,000000529
1663,89,13,000000529,000001313
1664,89,14,000001313,000000718
1665,89,15,000000718,000000527
1666,89,16,000000527,000000721
1667,89,17,000000721,000000534
1668,89,18,000000534,000000538
1669,89,19,000000538,000000540
1670,89,20,000000540,000000542
1671,89,21,000000542,000000282
1672,89,22,000000282,000000279
1673,89,23,000000279,000000286
1674,89,24,000000286,000000288
1675,89,25,000000288,000000203
1676,90,1,000000636,000000558
1677,90,2,000000558,000000618
1678,90,3,000000618,000000629
1679,90,4,000000629,000000179
1680,90,5,000000179,000000248
1681,90,6,000000248,000000250
1682,90,7,000000250,000000259
1683,90,8,000000259,000000203
1684,91,1,000000286,000000288
1685,91,2,000000288,000000203
1686,91,3,000000203,000000279
1687,91,4,000000279,000000308
1688,91,5,000000308,000000772
1689,91,6,000000772,000000774
1690,91,7,000000774,000000775
1691,91,8,000000775,100000148
1692,91,9,100000148,000001494
1693,91,10,000001494,000001496
1694,91,11,000001496,000000542
1695,91,12,000000542,000000543
1696,92,1,000000289,000000287
1697,92,2,000000287,100000131
1698,92,3,100000131,000000283
1699,92,4,000000283,000000543
1700,92,5,000000543,000000548
1701,92,6,000000548,000000551
1702,92,7,000000551,000000552
1703,92,8,000000552,000001536
1704,92,9,000001536,000001538
1705,92,10,000001538,000001540
1706,93,1,000000756,000001466
1707,93,2,000001466,000001293
1708,93,3,000001293,000000044
1709,93,4,000000044,000000042
1710,93,5,000000042,000000040
1711,93,6,000000040,000000038
1712,93,7,000000038,000000020
1713,93,8,000000020,000000018
1714,93,9,000000018,000000011
1715,93,10,000000011,000000009
1716,93,11,000000009,000000006
1717,93,12,000000006,000000145
1718,93,13,000000145,000000161
1719,93,14,000000161,000000163
1720,93,15,000000163,000000166
1721,93,16,000000166,000000167
1722,93,17,000000167,000000168
1723,93,18,000000168,000000176
1724,93,19,000000176,000000260
1725,93,20,000000260,000000262
1726,93,21,000000262,000000264
1727,93,22,000000264,000000266
1728,93,23,000000266,000000268
1729,93,24,000000268,000000246
1730,93,25,000000246,000000244
1731,93,26,000000244,000001443
1732,93,27,000001443,000000242
1733,93,28,000000242,000000240
1734,93,29,000000240,000000313
1735,93,30,000000313,000001255
1736,93,31,000001255,000001257
1737,93,32,000001257,000001342
1738,93,33,000001342,000000330
1739,93,34,000000330,000000332
1740,93,35,000000332,000000900
1741,94,1,000001213,000001212
1742,94,2,000001212,000001210
1743,94,3,000001210,000001208
1744,94,4,000001208,000001206
1745,94,5,000001206,000000425
1746,94,6,000000425,000000423
1747,94,7,000000423,000000418
1748,94,8,000000418,000000420
1749,94,9,000000420,000000362
1750,94,10,000000362,000000416
1751,94,11,000000416,000000306
1752,94,12,000000306,000000270
1753,94,13,000000270,000000257
1754,94,14,000000257,000000177
1755,94,15,000000177,000001001
1756,94,16,000001001,000000804
1757,94,17,000000804,000000189
1758,94,18,000000189,000000178
1759,95,1,000000807,000000627
1760,95,2,000000627,000000562
1761,95,3,000000562,000001285
1762,95,4,000001285,000000514
1763,95,5,000000514,000001287
1764,95,6,000001287,000001289
1765,95,7,000001289,000001291
1766,95,8,000001291,000000046
1767,95,9,000000046,000001293
1768,95,10,000001293,000000044
1769,95,11,000000044,000000042
1770,95,12,000000042,000000040
1771,95,13,000000040,000000038
1772,95,14,000000038,000000021
1773,96,1,000000807,000000627
1774,96,2,000000627,000000562
1775,96,3,000000562,000000716
1776,96,4,000000716,000000519
1777,96,5,000000519,000000521
1778,96,6,000000521,000000523
1779,96,7,000000523,000000525
1780,96,8,000000525,000000529
1781,96,9,000000529,000001313
1782,96,10,000001313,000000718
1783,96,11,000000718,000000527
1784,96,12,000000527,000000560
1785,96,13,000000560,000000635
1786,96,14,000000635,000000145
1787,96,15,000000145,100000026
1788,96,16,100000026,000000187
1789,96,17,000000187,000000165
1790,96,18,000000165,000000164
1791,97,1,000000192,000000191
1792,97,2,000000191,000000219
1793,97,3,000000219,000000659
1794,97,4,000000659,000000221
1795,97,5,000000221,000000218
1796,97,6,000000218,000000223
1797,97,7,000000223,000000269
1798,97,8,000000269,000000267
1799,97,9,000000267,000000302
1800,97,10,000000302,000000303
1801,97,11,000000303,000000291
1802,97,12,000000291,000000289
1803,97,13,000000289,000000287
1804,98,1,000000505,000000507
1805,98,2,000000507,000000509
1806,98,3,000000509,000000503
1807,98,4,000000503,000000512
1808,98,5,000000512,000000510
1809,98,6,000000510,000000138
1810,98,7,000000138,000000716
1811,98,8,000000716,000000519
1812,98,9,000000519,000000521
1813,98,10,000000521,000000523
1814,98,11,000000523,000000525
1815,98,12,000000525,000000529
1816,98,13,000000529,000001313
1817,98,14,000001313,000000718
1818,98,15,000000718,000000527
1819,98,16,000000527,000000721
1820,98,17,000000721,000000534
1821,98,18,000000534,000000538
1822,98,19,000000538,000000557
1823,98,20,000000557,000000629
1824,98,21,000000629,000000179
1825,98,22,000000179,000000248
1826,98,23,000000248,000000250
1827,98,24,000000250,000000259
1828,98,25,000000259,000000200
1829,98,26,000000200,000000294
1830,99,1,100000142,100000100
1831,99,2,100000100,100000098
1832,99,3,100000098,100000096
1833,99,4,100000096,000000003
1834,99,5,000000003,000000124
1835,99,6,000000124,000000123
1836,99,7,000000123,000000121
1837,99,8,000000121,000000119
1838,99,9,000000119,000000111
1839,99,10,000000111,000000109
1840,99,11,000000109,000000107
1841,99,12,000000107,000000105
1842,99,13,000000105,000000103
1843,99,14,000000103,000000101
1844,99,15,000000101,000000649
1845,99,16,000000649,000000099
1846,99,17,000000099,000000097
1847,99,18,000000097,000000056
1848,99,19,000000056,000000054
1849,99,20,000000054,000000052
1850,99,21,000000052,000000050
1851,99,22,000000050,000000048
1852,99,23,000000048,000000018
1853,99,24,000000018,000000011
1854,99,25,000000011,000000010
1855,100,1,000000059,000000058
1856,100,2,000000058,000000056
1857,100,3,000000056,000000054
1858,100,4,000000054,000000052
1859,100,5,000000052,000000050
1860,100,6,000000050,000000048
1861,100,7,000000048,000000018
1862,100,8,000000018,000000011
1863,100,9,000000011,000000009
1864,100,10,000000009,000000006
1865,100,11,000000006,000000004
1866,100,12,000000004,000000634
1867,100,13,000000634,000000561
1868,100,14,000000561,000000560
1869,101,1,000000090,000000089
1870,101,2,000000089,000000087
1871,101,3,000000087,000000085
1872,101,4,000000085,000000083
1873,101,5,000000083,000000081
1874,101,6,000000081,000000079
1875,101,7,000000079,000000077
1876,101,8,000000077,000000075
1877,101,9,000000075,000000072
1878,101,10,000000072,000000024
1879,101,11,000000024,000000022
1880,101,12,000000022,000000633
1881,101,13,000000633,000000021
1882,102,1,000000894,000000662
1883,102,2,000000662,000000660
1884,102,3,000000660,000000034
1885,102,4,000000034,000000888
1886,102,5,000000888,000000890
1887,102,6,000000890,000000031
1888,102,7,000000031,000000029
1889,102,8,000000029,000000892
1890,102,9,000000892,000000027
1891,102,10,000000027,000000024
1892,102,11,000000024,000000022
1893,102,12,000000022,000000633
1894,102,13,000000633,000000021
1895,103,1,000000021,000000037
1896,103,2,000000037,000001442
1897,103,3,000001442,100000115
1898,103,4,100000115,100000117
1899,103,5,100000117,100000119
1900,103,6,100000119,100000121
1901,103,7,100000121,100000123
1902,103,8,100000123,100000125
1903,103,9,100000125,000001260
1904,103,10,000001260,000001261
1905,104,1,000000465,000000464
1906,104,2,000000464,000000452
1907,104,3,000000452,000001384
1908,104,4,000001384,000000450
1909,104,5,000000450,000001382
1910,104,6,000001382,000000449
1911,104,7,000000449,000000447
1912,104,8,000000447,000000396
1913,104,9,000000396,000000783
1914,104,10,000000783,000000394
1915,104,11,000000394,000000392
1916,104,12,000000392,000000390
1917,104,13,000000390,000000388
1918,104,14,000000388,000000386
1919,104,15,000000386,000000384
1920,104,16,000000384,000000382
1921,104,17,000000382,000001402
1922,104,18,000001402,000000380
1923,104,19,000000380,000000379
1924,105,1,000001480,000000470
1925,105,2,000000470,000000878
1926,105,3,000000878,000000468
1927,105,4,000000468,000000673
1928,105,5,000000673,000000675
1929,105,6,000000675,000000467
1930,105,7,000000467,000000394
1931,105,8,000000394,000000392
1932,105,9,000000392,000000390
1933,105,10,000000390,000000388
1934,105,11,000000388,000000386
1935,105,12,000000386,000000384
1936,105,13,000000384,000000382
1937,105,14,000000382,000001402
1938,105,15,000001402,000000380
1939,105,16,000000380,000000379
1940,106,1,000000399,000000398
1941,106,2,000000398,000000396
1942,106,3,000000396,000000783
1943,106,4,000000783,000000394
1944,106,5,000000394,000000392
1945,106,6,000000392,000000390
1946,106,7,000000390,000000388
1947,106,8,000000388,000000386
1948,106,9,000000386,000000384
1949,106,10,000000384,000000382
1950,106,11,000000382,000001402
1951,106,12,000001402,000000380
1952,106,13,000000380,000000379
1953,107,1,000000460,000000459
1954,107,2,000000459,000000462
1955,107,3,000000462,000000791
1956,107,4,000000791,000000789
1957,107,5,000000789,000000712
1958,107,6,000000712,000000787
1959,107,7,000000787,000000455
1960,107,8,000000455,000000785
1961,107,9,000000785,000000452
1962,107,10,000000452,000001384
1963,107,11,000001384,000000450
1964,107,12,000000450,000001382
1965,107,13,000001382,000000449
1966,107,14,000000449,000000447
1967,107,15,000000447,000000396
1968,107,16,000000396,000000783
1969,107,17,000000783,000000394
1970,107,18,000000394,000000392
1971,107,19,000000392,000000390
1972,107,20,000000390,000000388
1973,107,21,000000388,000000386
1974,107,22,000000386,000000384
1975,107,23,000000384,000000382
1976,107,24,000000382,000001402
1977,107,25,000001402,000000380
1978,107,26,000000380,000000379
1979,108,1,000000682,000000683
