id,trip_id,sequence_number,start_bus_stop,end_bus_stop
1980,108,2,000000683,000000684
1981,108,3,000000684,000000388
1982,108,4,000000388,000000386
1983,108,5,000000386,000000384
1984,108,6,000000384,000000382
1985,108,7,000000382,000001160
1986,108,8,000001160,000000412
1987,108,9,000000412,000000409
1988,108,10,000000409,000000407
1989,108,11,000000407,000000405
1990,108,12,000000405,000000404
1991,108,13,000000404,000000309
1992,108,14,000000309,000000608
1993,108,15,000000608,100000133
1994,109,1,000000554,000001426
1995,109,2,000001426,100000029
1996,109,3,100000029,100000030
1997,109,4,100000030,000000576
1998,109,5,000000576,000000549
1999,109,6,000000549,000000541
2000,109,7,000000541,000000539
2001,109,8,000000539,000000535
2002,109,9,000000535,000000532
2003,109,10,000000532,000000636
2004,109,11,000000636,000000724
2005,109,12,000000724,000000560
2006,109,13,000000560,000000635
2007,109,14,000000635,000000005
2008,109,15,000000005,000000007
2009,109,16,000000007,000000006
2010,110,1,100000052,100000050
2011,110,2,100000050,100000053
2012,110,3,100000053,100000056
2013,110,4,100000056,100000058
2014,110,5,100000058,100000060
2015,111,1,100000052,100000050
2016,111,2,100000050,100000049
2017,111,3,100000049,100000048
2018,111,4,100000048,100000047
2019,111,5,100000047,100000076
2020,111,6,100000076,100000075
2021,111,7,100000075,100000074
2022,111,8,100000074,100000072
2023,111,9,100000072,100000071
2024,111,10,100000071,100000068
2025,111,11,100000068,100000066
2026,111,12,100000066,100000064
2027,112,1,100000052,100000050
2028,112,2,100000050,100000077
2029,112,3,100000077,100000079
2030,112,4,100000079,100000080
2031,113,1,100000052,100000050
2032,113,2,100000050,100000049
2033,113,3,100000049,100000048
2034,113,4,100000048,100000047
2035,113,5,100000047,100000083
2036,113,6,100000083,100000084
2037,113,7,100000084,100000086
2038,113,8,100000086,100000090
2039,113,9,100000090,100000088
2040,113,10,100000088,100000092
2041,114,1,000000380,000000378
2042,114,2,000000378,000000376
2043,114,3,000000376,000000374
2044,114,4,000000374,000000372
2045,114,5,000000372,000000370
2046,114,6,000000370,000000585
2047,114,7,000000585,100000131
2048,114,8,100000131,000000193
2049,114,9,000000193,100000010
2050,114,10,100000010,000000155
2051,114,11,000000155,000000153
2052,114,12,000000153,000000152
2053,114,13,000000152,000000150
2054,114,14,000000150,000000148
2055,114,15,000000148,000000005
2056,114,16,000000005,000000007
2057,114,17,000000007,000000008
2058,114,18,000000008,000000010
2059,114,19,000000010,000000019
2060,114,20,000000019,000001412
2061,115,1,000000287,100000131
2062,115,2,100000131,000000202
2063,115,3,000000202,000000200
2064,115,4,000000200,000000293
2065,115,5,000000293,000000299
2066,115,6,000000299,000000266
2067,115,7,000000266,000000268
2068,115,8,000000268,000000246
2069,115,9,000000246,000000244
2070,115,10,000000244,000001443
2071,115,11,000001443,000000242
2072,115,12,000000242,000000240
2073,115,13,000000240,000000313
2074,115,14,000000313,000001255
2075,115,15,000001255,000001257
2076,115,16,000001257,000001342
2077,115,17,000001342,000000330
2078,115,18,000000330,000000332
2079,115,19,000000332,000000900
2080,116,1,100000133,000000283
2081,116,2,000000283,000001337
2082,116,3,000001337,000000541
2083,116,4,000000541,000000539
2084,116,5,000000539,000000535
2085,116,6,000000535,000000720
2086,116,7,000000720,000000528
2087,116,8,000000528,000000717
2088,116,9,000000717,000001312
2089,116,10,000001312,000000530
2090,116,11,000000530,000000526
2091,116,12,000000526,000000524
2092,116,13,000000524,000000522
2093,116,14,000000522,000000520
2094,116,15,000000520,000000715
2095,116,16,000000715,000000563
2096,116,17,000000563,000000638
2097,116,18,000000638,000000864
2098,117,1,000000006,000000145
2099,117,2,000000145,000000161
2100,117,3,000000161,000000163
2101,117,4,000000163,000000166
2102,117,5,000000166,000000167
2103,117,6,000000167,000000168
2104,117,7,000000168,000000176
2105,117,8,000000176,000000256
2106,117,9,000000256,000000271
2107,117,10,000000271,000000305
2108,117,11,000000305,000000417
2109,117,12,000000417,000000363
2110,117,13,000000363,000000421
2111,117,14,000000421,000000419
2112,117,15,000000419,000000422
2113,117,16,000000422,000000424
2114,117,17,000000424,000000428
2115,117,18,000000428,000000430
2116,117,19,000000430,000000432
2117,117,20,000000432,000000433
2118,117,21,000000433,000000435
2119,117,22,000000435,000001230
2120,118,1,000000149,000001405
2121,118,2,000001405,000000671
2122,118,3,000000671,000000180
2123,118,4,000000180,000001408
2124,118,5,000001408,000000284
2125,118,6,000000284,000000312
2126,118,7,000000312,000001409
2127,118,8,000001409,000000408
2128,118,9,000000408,000000410
2129,118,10,000000410,000000411
2130,118,11,000000411,000001161
2131,118,12,000001161,000000381
2132,118,13,000000381,000000383
2133,118,14,000000383,000000385
2134,118,15,000000385,000000388
2135,119,1,100000203,100000027
2136,119,2,100000027,000000621
2137,119,3,000000621,000000773
2138,119,4,000000773,000000771
2139,119,5,000000771,000000546
2140,119,6,000000546,000000544
2141,119,7,000000544,000000701
2142,119,8,000000701,000000700
2143,119,9,000000700,100000032
2144,119,10,100000032,000000672
2145,119,11,000000672,000001437
2146,119,12,000001437,000000559
2147,119,13,000000559,000000533
2148,120,1,000000241,000000243
2149,120,2,000000243,100000134
2150,120,3,100000134,100000135
2151,120,4,100000135,000000313
2152,120,5,000000313,000001255
2153,120,6,000001255,000001257
2154,120,7,000001257,000001342
2155,120,8,000001342,000000330
2156,120,9,000000330,000000332
2157,120,10,000000332,000000900
2158,120,11,000000900,000001297
2159,120,12,000001297,000000334
2160,120,13,000000334,000001267
2161,120,14,000001267,000000337
2162,120,15,000000337,000001263
2163,120,16,000001263,000000339
2164,120,17,000000339,000001265
2165,120,18,000001265,000000341
2166,120,19,000000341,000000344
2167,120,20,000000344,000000348
2168,120,21,000000348,000001360
2169,120,22,000001360,000001324
2170,120,23,000001324,000000355
2171,120,24,000000355,000000358
2172,120,25,000000358,000001359
2173,120,26,000001359,000001357
2174,120,27,000001357,000001355
2175,120,28,000001355,000000693
2176,120,29,000000693,000000896
2177,120,30,000000896,000000898
2178,120,31,000000898,000000613
2179,121,1,000000021,000000037
2180,121,2,000000037,000001442
2181,121,3,000001442,100000115
2182,121,4,100000115,100000117
2183,121,5,100000117,100000119
2184,121,6,100000119,100000121
2185,121,7,100000121,100000123
2186,121,8,100000123,100000125
2187,121,9,100000125,000000860
2188,121,10,000000860,000000857
2189,121,11,000000857,100000216
2190,121,12,100000216,100000218
2191,121,13,100000218,100000220
2192,121,14,100000220,100000222
2193,121,15,100000222,100000224
2194,121,16,100000224,100000226
2195,121,17,100000226,000001215
2196,121,18,000001215,000001380
2197,121,19,000001380,000001381
2198,121,20,000001381,000001379
2199,121,21,000001379,100000228
2200,121,22,100000228,100000230
2201,121,23,100000230,000001275
2202,122,1,000000021,000000037
2203,122,2,000000037,000001442
2204,122,3,000001442,100000115
2205,122,4,100000115,100000117
2206,122,5,100000117,100000119
2207,122,6,100000119,100000121
2208,122,7,100000121,100000123
2209,122,8,100000123,100000125
2210,122,9,100000125,000000860
2211,122,10,000000860,000000857
2212,122,11,000000857,100000216
2213,122,12,100000216,100000218
2214,122,13,100000218,100000220
2215,122,14,100000220,100000222
2216,122,15,100000222,100000224
2217,122,16,100000224,100000226
2218,122,17,100000226,000001215
2219,122,18,000001215,000001380
2220,122,19,000001380,000001330
2221,123,1,000000379,000001401
2222,123,2,000001401,000000381
2223,123,3,000000381,000000383
2224,123,4,000000383,000000385
2225,123,5,000000385,000000387
2226,123,6,000000387,000000389
2227,123,7,000000389,000000391
2228,123,8,000000391,000000393
2229,123,9,000000393,000000466
2230,123,10,000000466,000000676
2231,123,11,000000676,000000674
2232,123,12,000000674,000000469
2233,123,13,000000469,000000877
2234,123,14,000000877,000000471
2235,123,15,000000471,000001425
2236,123,16,000001425,000001429
2237,123,17,000001429,000000869
2238,123,18,000000869,000000474
2239,123,19,000000474,000001374
2240,123,20,000001374,000001372
2241,123,21,000001372,000001311
2242,124,1,000000021,000000037
2243,124,2,000000037,000001442
2244,124,3,000001442,100000115
2245,124,4,100000115,100000117
2246,124,5,100000117,100000119
2247,124,6,100000119,100000121
2248,124,7,100000121,100000123
2249,124,8,100000123,100000125
2250,124,9,100000125,000000860
2251,124,10,000000860,000000857
2252,124,11,000000857,000000858
2253,124,12,000000858,000000947
2254,124,13,000000947,000001276
2255,124,14,000001276,000001361
2256,125,1,000000021,000000037
2257,125,2,000000037,000001442
2258,125,3,000001442,100000115
2259,125,4,100000115,100000117
2260,125,5,100000117,100000119
2261,125,6,100000119,100000121
2262,125,7,100000121,100000123
2263,125,8,100000123,100000125
2264,125,9,100000125,000000860
2265,125,10,000000860,000000857
2266,125,11,000000857,100000216
2267,125,12,100000216,000000853
2268,125,13,000000853,000000852
2269,125,14,000000852,000001277
2270,125,15,000001277,000000918
2271,126,1,000000021,000000037
2272,126,2,000000037,000001442
2273,126,3,000001442,100000115
2274,126,4,100000115,100000117
2275,126,5,100000117,100000119
2276,126,6,100000119,100000121
2277,126,7,100000121,100000123
2278,126,8,100000123,100000125
2279,126,9,100000125,000000860
2280,126,10,000000860,000000857
2281,126,11,000000857,100000216
2282,126,12,100000216,000000853
2283,126,13,000000853,000000852
2284,126,14,000000852,000001277
2285,126,15,000001277,000000926
2286,126,16,000000926,000000927
2287,126,17,000000927,000001601
2288,126,18,000001601,000001599
2289,126,19,000001599,000001597
2290,126,20,000001597,000001595
2291,126,21,000001595,000001593
2292,126,22,000001593,000001591
2293,126,23,000001591,000001589
2294,126,24,000001589,000001587
2295,127,1,000001132,000000867
2296,127,2,000000867,000001334
2297,127,3,000001334,000001336
2298,127,4,000001336,000000921
2299,127,5,000000921,100000205
2300,127,6,100000205,100000207
2301,127,7,100000207,100000209
2302,127,8,100000209,100000211
2303,127,9,100000211,100000212
2304,127,10,100000212,100000213
2305,127,11,100000213,100000233
2306,128,1,000000241,000000243
2307,128,2,000000243,100000134
2308,128,3,100000134,100000135
2309,128,4,100000135,000000313
2310,128,5,000000313,000001255
2311,128,6,000001255,000001257
2312,128,7,000001257,000001342
2313,128,8,000001342,000000330
2314,128,9,000000330,000000332
2315,128,10,000000332,000000900
2316,128,11,000000900,000001297
2317,128,12,000001297,000000334
2318,128,13,000000334,000001267
2319,128,14,000001267,000000337
2320,128,15,000000337,000001263
2321,128,16,000001263,000000339
2322,128,17,000000339,000001265
2323,128,18,000001265,000000341
2324,128,19,000000341,000000344
2325,128,20,000000344,000000348
2326,128,21,000000348,000001360
2327,128,22,000001360,000000354
2328,128,23,000000354,000000351
2329,128,24,000000351,000001608
2330,128,25,000001608,000001606
2331,128,26,000001606,000001310
2332,129,1,000000477,000000872
2333,129,2,000000872,000001460
2334,129,3,000001460,000001461
2335,129,4,000001461,000000475
2336,129,5,000000475,000001334
2337,129,6,000001334,000001336
2338,129,7,000001336,000000921
2339,129,8,000000921,000000796
2340,129,9,000000796,000000609
2341,129,10,000000609,000000610
2342,129,11,000000610,000001332
2343,129,12,000001332,000000880
2344,130,1,000001139,000001138
2345,130,2,000001138,000001135
2346,130,3,000001135,000001125
2347,130,4,000001125,000000920
2348,130,5,000000920,000001335
2349,130,6,000001335,000001333
2350,130,7,000001333,000001462
2351,130,8,000001462,000000874
2352,130,9,000000874,000000876
2353,130,10,000000876,000000475
2354,130,11,000000475,000001131
2355,130,12,000001131,000000902
2356,130,13,000000902,000000473
2357,130,14,000000473,000000870
2358,130,15,000000870,000001428
2359,130,16,000001428,000001424
2360,130,17,000001424,000000470
2361,130,18,000000470,000000878
2362,130,19,000000878,000000468
2363,130,20,000000468,000000673
2364,130,21,000000673,000000675
2365,130,22,000000675,000000467
2366,130,23,000000467,000000394
2367,130,24,000000394,000000392
2368,130,25,000000392,000000390
2369,130,26,000000390,000000388
2370,130,27,000000388,000000386
2371,130,28,000000386,000000384
2372,130,29,000000384,000000382
2373,130,30,000000382,000001402
2374,130,31,000001402,000000380
2375,131,1,000000379,000001401
2376,131,2,000001401,000000381
2377,131,3,000000381,000000383
2378,131,4,000000383,000000385
2379,131,5,000000385,000000387
2380,131,6,000000387,000000389
2381,131,7,000000389,000000391
2382,131,8,000000391,000000393
2383,131,9,000000393,000000466
2384,131,10,000000466,000000676
2385,131,11,000000676,000000674
2386,131,12,000000674,000000469
2387,131,13,000000469,000000877
2388,131,14,000000877,000000471
2389,131,15,000000471,000001425
2390,131,16,000001425,000001429
2391,131,17,000001429,000000869
2392,131,18,000000869,000000474
2393,131,19,000000474,000000901
2394,131,20,000000901,000001132
2395,131,21,000001132,000000476
2396,131,22,000000476,000000875
2397,131,23,000000875,000000873
2398,131,24,000000873,000000871
2399,131,25,000000871,000001226
2400,132,1,000000524,000000522
2401,132,2,000000522,000000520
2402,132,3,000000520,000000715
2403,132,4,000000715,000000563
2404,132,5,000000563,000000638
2405,132,6,000000638,000000864
2406,132,7,000000864,100000114
2407,132,8,100000114,000000565
2408,132,9,000000565,000000935
2409,132,10,000000935,000000567
2410,132,11,000000567,000000570
2411,132,12,000000570,000000568
2412,132,13,000000568,000000805
2413,132,14,000000805,000000572
2414,132,15,000000572,000001195
2415,132,16,000001195,000001197
2416,132,17,000001197,000001199
2417,132,18,000001199,000001201
2418,132,19,000001201,000001203
2419,132,20,000001203,000001273
2420,133,1,000000524,000000522
2421,133,2,000000522,000000520
2422,133,3,000000520,000000715
2423,133,4,000000715,000000632
2424,133,5,000000632,000000511
2425,133,6,000000511,000000513
2426,133,7,000000513,000000504
2427,133,8,000000504,000000502
2428,133,9,000000502,000001394
2429,133,10,000001394,000001584
2430,133,11,000001584,000000500
2431,133,12,000000500,000000813
2432,133,13,000000813,000001386
2433,133,14,000001386,000000812
2434,133,15,000000812,000001388
2435,133,16,000001388,000001392
2436,133,17,000001392,000000498
2437,133,18,000000498,000001391
2438,133,19,000001391,000000494
2439,133,20,000000494,000000496
2440,133,21,000000496,000000845
2441,133,22,000000845,000000815
2442,133,23,000000815,000000817
2443,133,24,000000817,000000492
2444,133,25,000000492,000001504
2445,133,26,000001504,000000809
2446,133,27,000000809,000001228
2447,133,28,000001228,000001343
2448,133,29,000001343,000001346
2449,134,1,000000021,000000023
2450,134,2,000000023,000000025
2451,134,3,000000025,000000073
2452,134,4,000000073,000000074
2453,134,5,000000074,000000076
2454,134,6,000000076,000000078
2455,134,7,000000078,000001415
2456,134,8,000001415,000001413
2457,134,9,000001413,000000889
2458,134,10,000000889,000000033
2459,134,11,000000033,000000035
2460,134,12,000000035,000000661
2461,134,13,000000661,000000002
2462,134,14,000000002,100000023
2463,134,15,100000023,100000021
2464,134,16,100000021,000001274
2465,135,1,000000524,000000522
2466,135,2,000000522,000000520
2467,135,3,000000520,000000715
2468,135,4,000000715,000000632
2469,135,5,000000632,000000511
2470,135,6,000000511,000000513
2471,135,7,000000513,000000504
2472,135,8,000000504,000000502
2473,135,9,000000502,000001394
2474,135,10,000001394,000001584
2475,135,11,000001584,000000500
2476,135,12,000000500,000000813
2477,135,13,000000813,000001386
2478,135,14,000001386,000000812
2479,135,15,000000812,000001388
2480,135,16,000001388,000001447
2481,136,1,000001464,000000531
2482,136,2,000000531,000000534
2483,136,3,000000534,000000538
2484,136,4,000000538,000000540
2485,136,5,000000540,000000542
2486,136,6,000000542,000000545
2487,136,7,000000545,000000547
2488,136,8,000000547,000000772
2489,136,9,000000772,000000774
2490,136,10,000000774,000001446
2491,136,11,000001446,000000405
2492,136,12,000000405,000000400
2493,136,13,000000400,000000414
2494,136,14,000000414,000000416
2495,136,15,000000416,000001430
2496,136,16,000001430,000000482
2497,136,17,000000482,000000486
2498,136,18,000000486,000001156
2499,136,19,000001156,000001561
2500,136,20,000001561,100000200
2501,137,1,000000148,000000005
2502,137,2,000000005,000000007
2503,137,3,000000007,000000008
2504,137,4,000000008,000000010
2505,137,5,000000010,000000019
2506,137,6,000000019,000000021
2507,137,7,000000021,000000023
2508,137,8,000000023,000000025
2509,137,9,000000025,000000026
2510,137,10,000000026,000000893
2511,137,11,000000893,000000028
2512,137,12,000000028,000000030
2513,137,13,000000030,000000842
2514,137,14,000000842,000000844
2515,137,15,000000844,000000840
2516,137,16,000000840,000000839
2517,137,17,000000839,000000837
2518,137,18,000000837,000000835
2519,137,19,000000835,000000833
2520,137,20,000000833,000000831
2521,137,21,000000831,000000829
2522,137,22,000000829,000000827
2523,137,23,000000827,000000825
2524,137,24,000000825,000000823
2525,137,25,000000823,000000821
2526,137,26,000000821,000001564
2527,137,27,000001564,000000819
2528,137,28,000000819,000001237
2529,138,1,000000020,000000021
2530,138,2,000000021,000000037
2531,138,3,000000037,000000039
2532,138,4,000000039,000000041
2533,138,5,000000041,000000043
2534,138,6,000000043,000001292
2535,138,7,000001292,000000045
2536,138,8,000000045,000001290
2537,138,9,000001290,000001288
2538,138,10,000001288,000001286
2539,138,11,000001286,000000515
2540,138,12,000000515,000001284
2541,138,13,000001284,000000632
2542,138,14,000000632,000000511
2543,138,15,000000511,000000513
2544,138,16,000000513,000000504
2545,138,17,000000504,000000508
2546,138,18,000000508,000000506
2547,138,19,000000506,000001232
2548,139,1,000000150,000000148
2549,139,2,000000148,000000005
2550,139,3,000000005,000000007
2551,139,4,000000007,000000008
2552,139,5,000000008,000000010
2553,139,6,000000010,000000019
2554,139,7,000000019,000000047
2555,139,8,000000047,000000049
2556,139,9,000000049,000000051
2557,139,10,000000051,000000053
2558,139,11,000000053,000000055
2559,139,12,000000055,000000096
2560,139,13,000000096,000000098
2561,139,14,000000098,000000650
2562,139,15,000000650,000000100
2563,139,16,000000100,000000102
2564,139,17,000000102,000000104
2565,139,18,000000104,000000125
2566,139,19,000000125,000000655
2567,139,20,000000655,000001279
2568,139,21,000001279,000000127
2569,139,22,000000127,000001609
2570,139,23,000001609,000000131
2571,139,24,000000131,000001281
2572,139,25,000001281,100000102
2573,139,26,100000102,100000103
2574,139,27,100000103,100000105
2575,139,28,100000105,100000107
2576,139,29,100000107,100000109
2577,139,30,100000109,100000112
2578,139,31,100000112,000000934
2579,140,1,000001412,000000020
2580,140,2,000000020,000000047
2581,140,3,000000047,000000049
2582,140,4,000000049,000000051
2583,140,5,000000051,000000061
2584,140,6,000000061,000000754
2585,140,7,000000754,000000752
2586,140,8,000000752,000000973
2587,140,9,000000973,000000971
2588,140,10,000000971,000000969
2589,140,11,000000969,000000967
2590,140,12,000000967,000000965
2591,140,13,000000965,000001279
2592,140,14,000001279,000000127
2593,140,15,000000127,000001609
2594,140,16,000001609,000000131
2595,140,17,000000131,000001281
2596,140,18,000001281,000001239
2597,141,1,000000178,000001404
2598,141,2,000001404,000001225
2599,141,3,000001225,000000248
2600,141,4,000000248,000000250
2601,141,5,000000250,000000252
2602,141,6,000000252,000000254
2603,141,7,000000254,000000256
2604,141,8,000000256,000000271
2605,141,9,000000271,000000305
2606,141,10,000000305,000000606
2607,142,1,000000671,000000180
2608,142,2,000000180,000001408
2609,142,3,000001408,000000284
2610,142,4,000000284,000000312
2611,142,5,000000312,000001409
2612,142,6,000001409,000000405
2613,142,7,000000405,000000400
2614,142,8,000000400,000000414
2615,142,9,000000414,000000605
2616,143,1,000000161,000000187
2617,143,2,000000187,000000755
2618,143,3,000000755,000000708
2619,143,4,000000708,000000176
2620,143,5,000000176,000000259
2621,143,6,000000259,000000203
2622,143,7,000000203,000000283
2623,143,8,000000283,000001337
2624,143,9,000001337,000000541
2625,143,10,000000541,000000539
2626,143,11,000000539,000000535
2627,143,12,000000535,000000532
2628,143,13,000000532,000000533
2629,144,1,000000533,000000531
2630,144,2,000000531,000000534
2631,144,3,000000534,000000538
2632,144,4,000000538,000000540
2633,144,5,000000540,000000542
2634,144,6,000000542,000000282
2635,144,7,000000282,000000202
2636,144,8,000000202,000000258
2637,144,9,000000258,000000607
2638,145,1,000000414,000000416
2639,145,2,000000416,000000306
2640,145,3,000000306,000000304
2641,145,4,000000304,000000301
2642,145,5,000000301,000000266
2643,145,6,000000266,100000014
2644,145,7,100000014,000001556
2645,145,8,000001556,000001554
2646,145,9,000001554,000001156
2647,145,10,000001156,000001561
2648,145,11,000001561,000001550
2649,145,12,000001550,000001548
2650,145,13,000001548,000001546
2651,145,14,000001546,000001545
2652,145,15,000001545,000001213
2653,146,1,000000413,000000373
2654,146,2,000000373,000000375
2655,146,3,000000375,000000377
2656,146,4,000000377,000000379
2657,146,5,000000379,000000583
2658,146,6,000000583,000000426
2659,146,7,000000426,000000425
2660,146,8,000000425,000000769
2661,146,9,000000769,000000767
2662,146,10,000000767,000000765
2663,146,11,000000765,000000763
2664,146,12,000000763,000001244
2665,146,13,000001244,000001363
2666,146,14,000001363,000001213
2667,147,1,000000164,000000163
2668,147,2,000000163,000000166
2669,147,3,000000166,000000167
2670,147,4,000000167,000000168
2671,147,5,000000168,000001001
2672,147,6,000001001,000000274
2673,147,7,000000274,000000273
2674,147,8,000000273,100000039
2675,147,9,100000039,000000279
2676,147,10,000000279,000000281
2677,147,11,000000281,000000369
2678,147,12,000000369,000000371
2679,147,13,000000371,000000373
2680,147,14,000000373,000000375
2681,147,15,000000375,000000377
2682,147,16,000000377,000000379
2683,147,17,000000379,000000583
2684,147,18,000000583,000000426
2685,147,19,000000426,000000428
2686,147,20,000000428,000000430
2687,147,21,000000430,000000432
2688,147,22,000000432,000000433
2689,147,23,000000433,000000435
2690,147,24,000000435,000001230
2691,148,1,000000013,000000019
2692,148,2,000000019,000000047
2693,148,3,000000047,000000049
2694,148,4,000000049,000000051
2695,148,5,000000051,000000053
2696,148,6,000000053,000000055
2697,148,7,000000055,000000096
2698,148,8,000000096,000000098
2699,148,9,000000098,000000650
2700,148,10,000000650,000000100
2701,148,11,000000100,000000102
2702,148,12,000000102,000000104
2703,148,13,000000104,000000112
2704,148,14,000000112,000000624
2705,148,15,000000624,000000115
2706,148,16,000000115,100000031
2707,149,1,000000009,000000006
2708,149,2,000000006,000000145
2709,149,3,000000145,000000161
2710,149,4,000000161,000000163
2711,149,5,000000163,000000166
2712,149,6,000000166,000000167
2713,149,7,000000167,000000168
2714,149,8,000000168,000000176
2715,149,9,000000176,000000198
2716,149,10,000000198,000000196
2717,149,11,000000196,000000194
2718,149,12,000000194,000000141
2719,149,13,000000141,000000139
2720,149,14,000000139,000001294
2721,149,15,000001294,000000642
2722,149,16,000000642,000000640
2723,149,17,000000640,000000115
2724,149,18,000000115,100000031
2725,150,1,000000204,000001438
2726,150,2,000001438,000000206
2727,150,3,000000206,000000209
2728,150,4,000000209,000000211
2729,150,5,000000211,000000213
2730,150,6,000000213,000000216
2731,150,7,000000216,000000263
2732,150,8,000000263,000000261
2733,150,9,000000261,000000255
2734,150,10,000000255,000000253
2735,150,11,000000253,000000251
2736,150,12,000000251,000000804
2737,150,13,000000804,000000189
2738,150,14,000000189,000001240
2739,151,1,000000678,000001438
2740,151,2,000001438,000000206
2741,151,3,000000206,000000209
2742,151,4,000000209,000000211
2743,151,5,000000211,000000213
2744,151,6,000000213,000000216
2745,151,7,000000216,000000263
2746,151,8,000000263,000000261
2747,151,9,000000261,000000177
2748,151,10,000000177,000000182
2749,151,11,000000182,000000165
2750,151,12,000000165,000000164
2751,151,13,000000164,000000162
2752,151,14,000000162,000000183
2753,151,15,000000183,000000185
2754,151,16,000000185,000000703
2755,151,17,000000703,000000151
2756,151,18,000000151,000001403
2757,151,19,000001403,000001241
2758,152,1,000000061,000000754
2759,152,2,000000754,000000752
2760,152,3,000000752,000000750
2761,152,4,000000750,000000099
2762,152,5,000000099,000000097
2763,152,6,000000097,000000056
2764,152,7,000000056,000000054
2765,152,8,000000054,000000052
2766,152,9,000000052,000000050
2767,152,10,000000050,000000048
2768,152,11,000000048,000000018
2769,152,12,000000018,000000011
2770,152,13,000000011,000000009
2771,152,14,000000009,000000006
2772,152,15,000000006,000000004
2773,152,16,000000004,000000147
2774,152,17,000000147,000000149
2775,152,18,000000149,000000151
2776,152,19,000000151,000001225
2777,152,20,000001225,000000248
2778,152,21,000000248,000000250
2779,152,22,000000250,000000252
2780,152,23,000000252,000000254
2781,152,24,000000254,000000260
2782,152,25,000000260,000000262
2783,152,26,000000262,000000264
2784,152,27,000000264,000000266
2785,152,28,000000266,000000268
2786,152,29,000000268,000000246
2787,152,30,000000246,000000244
2788,152,31,000000244,000001443
2789,152,32,000001443,000000242
2790,152,33,000000242,000000240
2791,152,34,000000240,000000313
2792,152,35,000000313,000001255
2793,152,36,000001255,000001257
2794,152,37,000001257,000001342
2795,152,38,000001342,000000330
2796,152,39,000000330,000000332
2797,152,40,000000332,000000900
2798,152,41,000000900,000001297
2799,152,42,000001297,000001449
2800,153,1,000000203,000000193
2801,153,2,000000193,100000010
2802,153,3,100000010,000000248
2803,153,4,000000248,000000250
2804,153,5,000000250,000000252
2805,153,6,000000252,000000254
2806,153,7,000000254,000000260
2807,153,8,000000260,000000262
2808,153,9,000000262,000000264
2809,153,10,000000264,000000266
2810,153,11,000000266,000000268
2811,153,12,000000268,000000246
2812,153,13,000000246,000000244
2813,153,14,000000244,000001443
2814,153,15,000001443,000000242
2815,153,16,000000242,000000239
2816,153,17,000000239,000000664
2817,153,18,000000664,000000237
2818,153,19,000000237,000000233
2819,153,20,000000233,000000236
2820,153,21,000000236,000000226
2821,153,22,000000226,000000231
2822,153,23,000000231,000000228
2823,153,24,000000228,000001248
2824,154,1,000000230,000000229
2825,154,2,000000229,000000227
2826,154,3,000000227,000000232
2827,154,4,000000232,000000225
2828,154,5,000000225,000000235
2829,154,6,000000235,000000234
2830,154,7,000000234,000000238
2831,154,8,000000238,000000665
2832,154,9,000000665,000000241
2833,154,10,000000241,000000243
2834,154,11,000000243,000001444
2835,154,12,000001444,000000245
2836,154,13,000000245,000000247
2837,154,14,000000247,000000269
2838,154,15,000000269,000000267
2839,154,16,000000267,000000265
2840,154,17,000000265,000000263
2841,154,18,000000263,000000261
2842,154,19,000000261,000000177
2843,154,20,000000177,000000182
2844,154,21,000000182,000000165
2845,154,22,000000165,000000164
2846,154,23,000000164,000001535
2847,155,1,000000177,000000182
2848,155,2,000000182,000000165
2849,155,3,000000165,000000164
2850,155,4,000000164,000000162
2851,155,5,000000162,000001396
2852,155,6,000001396,000000634
2853,155,7,000000634,000000681
2854,155,8,000000681,000001469
2855,155,9,000001469,000001188
2856,155,10,000001188,000001190
2857,155,11,000001190,000001192
2858,155,12,000001192,000001300
2859,155,13,000001300,000001302
2860,155,14,000001302,000001466
2861,155,15,000001466,000000045
2862,155,16,000000045,000001290
2863,155,17,000001290,000001288
2864,155,18,000001288,000001286
2865,155,19,000001286,000000515
2866,155,20,000000515,000000648
2867,155,21,000000648,000000632
2868,155,22,000000632,000000511
2869,155,23,000000511,000000513
2870,155,24,000000513,000000504
2871,155,25,000000504,000000508
2872,155,26,000000508,000000506
2873,155,27,000000506,000001232
2874,156,1,000000163,000000166
2875,156,2,000000166,000000167
2876,156,3,000000167,000000168
2877,156,4,000000168,000000176
2878,156,5,000000176,000000256
2879,156,6,000000256,000000271
2880,156,7,000000271,000000305
2881,156,8,000000305,000001430
2882,156,9,000001430,000000482
2883,156,10,000000482,000000486
2884,156,11,000000486,000000484
2885,156,12,000000484,000000603
2886,156,13,000000603,000001165
2887,156,14,000001165,000001163
2888,156,15,000001163,000000489
2889,156,16,000000489,000000478
2890,156,17,000000478,000000590
2891,156,18,000000590,000000705
2892,156,19,000000705,000001249
2893,157,1,000000682,000000683
2894,157,2,000000683,000000684
2895,157,3,000000684,000000388
2896,157,4,000000388,000000386
2897,157,5,000000386,000000384
2898,157,6,000000384,000000382
2899,157,7,000000382,000001402
2900,157,8,000001402,000000380
2901,157,9,000000380,000000378
2902,157,10,000000378,000000376
2903,157,11,000000376,000000374
2904,157,12,000000374,000000414
2905,157,13,000000414,000000416
2906,157,14,000000416,000001430
2907,157,15,000001430,000000482
2908,157,16,000000482,000000486
2909,157,17,000000486,000000484
2910,157,18,000000484,000000603
