end_time_at_start_point,station_list,result_code,line_name,line_id,weekday_interval,start_time_at_end_point,holiday_interval,start_time_at_start_point,line_type,end_time_at_end_point
21:46,"['000000203', '000000193', '100000010', '000000804', '000000628', '100000032', '000000672', '000001437', '000000559', '000001464']",1,Ч:70 (3rd power plant-Ard cinema),11100700,10,07:35,12,07:30,,22:11
21:55,"['000000543', '000001497', '000001495', '100000147', '000000776', '000000773', '000000771', '000000608', '100000041']",1,Ч:71 (Mongolian national university of education-120 myangat),11100710,9,07:29,10,07:30,,22:35
21:46,"['000001540', '000001539', '000001537', '100000029', '100000030', '000000576', '000000549', '000000542', '000000282', '000000279', '000000286', '000001543']",1,Ч:72 (Music and Dance College of Mongolia-Bogdkhan camp),11100720,15,07:19,15,07:20,,22:21
21:32,"['000000900', '000000333', '000000331', '000001258', '000001256', '000001254', '000000314', '000000241', '000000243', '000001444', '000000245', '000000247', '000000269', '000000267', '000000265', '000000263', '000000261', '000000177', '000000182', '000000165', '000000164', '000000162', '000001396', '000000005', '000000007', '000000008', '000000010', '000000019', '000000021', '000000037', '000000039', '000000041', '000000043', '000001292', '000001467', '000001465']",1,Ч:73 (4th power plant-Zunjin trade center),11100730,4,07:13,4,07:20,,22:45
21:09,"['000000178', '000001404', '000000154', '000001154', '000000159', '000000176', '000000256', '000000271', '000000305', '000000417', '000000363', '000000421', '000000419', '000000422', '000000424', '000001205', '000001207', '000001209', '000001211', '000000770']",1,Ч:74 (Tsagaan davaany zadgai-Railway station),11100740,15,07:57,15,07:30,,22:03
22:12,"['000000021', '000000037', '000000039', '000000041', '000000043', '000001292', '000000045', '000001290', '000001288', '000001286', '000000515', '000001284', '000000563', '000000638', '000000864']",1,Ч:75 (General Office of Archives-5 Shar),11100155,9,07:20,10,07:20,,22:42
22:19,"['000000164', '000000162', '000001396', '000000634', '000000561', '000000528', '000000717', '000001312', '000000530', '000000526', '000000524', '000000522', '000000520', '000000715', '000000563', '000000638', '000000864']",1,"Ч:76 (General Office of Archives-Final station of 3, 4th section)",11100743,8,07:36,10,07:20,,23:09
21:46,"['000000287', '100000131', '000000582', '000000200', '000000293', '000000299', '000000266', '000000224', '000000222', '000000217', '000000220', '000000658', '000000657', '000000190', '000000656']",1,Ч:8 (Khailaast new final station-Mongolian national university of education),11100080,8,07:31,10,07:20,,22:21
21:18,"['000000294', '000000201', '000000258', '000000251', '000000804', '000000628', '000000556', '000000539', '000000535', '000000720', '000000528', '000000717', '000001312', '000000530', '000000526', '000000524', '000000522', '000000520', '000000715', '000000632', '000000511', '000000513', '000000504', '000000508', '000000506', '000001232']",1,Ч:9 (Nisekh-4th market),11100090,4,07:32,5,07:20,,22:10
22:18,"['000000010', '000000019', '000000047', '000000049', '000000051', '000000053', '000000055', '000000096', '000000098', '000000650', '000000100', '000000102', '000000104', '000000106', '000000108', '000000110', '000000118', '000000120', '000000122', '000000630', '000001231', '100000095', '100000097', '100000099', '100000101']",1,Ү:12 (-Flat 32),11100840,3,07:33,3,07:20,,23:13
21:56,"['000000560', '000000635', '000000005', '000000007', '000000008', '000000010', '000000019', '000000047', '000000049', '000000051', '000000053', '000000055', '000000057', '000000637']",1,Ү:18 (Gan Khiits company-Moto shooting sports center),11100844,3,07:23,5,07:20,,22:29
22:04,"['000000021', '000000023', '000000025', '000000073', '000000074', '000000076', '000000078', '000000080', '000000082', '000000084', '000000086', '000000088', '000001338']",1,Ү:19 (Narangiin gol-5 Shar),11100845,5,07:25,7,07:20,,22:24
22:18,"['000000021', '000000023', '000000025', '000000026', '000000893', '000000028', '000000030', '000000891', '000000889', '000000033', '000000035', '000000661', '000000002']",1,Ү:20 (Orbit new final station-5 Shar),11100846,4,07:23,5,07:20,,22:43
21:56,"['000001261', '100000126', '100000124', '100000122', '100000120', '100000118', '100000116', '000001441', '000000038', '000000633']",1,Ү:22 (5 Shar-Auto Trade Complex),11100848,20,00:00,20,07:20,,00:00
21:56,"['000000379', '000001401', '000000381', '000000383', '000000385', '000000387', '000000389', '000000391', '000000393', '000000784', '000000395', '000000446', '000000448', '000001383', '000000451', '000001385', '000000453', '000000463', '000000454', '000001235']",1,Ү:23 (Khujirbulan final station-Officer station),11100849,12,07:27,12,07:20,,22:31
22:06,"['000000379', '000001401', '000000381', '000000383', '000000385', '000000387', '000000389', '000000391', '000000393', '000000466', '000000676', '000000674', '000000469', '000000877', '000000471', '000001425', '000001424', '000001479']",1,Ү:24 (Urgakh naran final station-Officer station),11100850,20,07:33,20,07:20,,22:48
21:52,"['000000379', '000001401', '000000381', '000000383', '000000385', '000000387', '000000389', '000000391', '000000393', '000000784', '000000395', '000000397', '000000611']",1,Ү:25 (Uliastai new final station-Officer station),11100851,12,07:37,12,07:20,,22:20
22:18,"['000000379', '000001401', '000000381', '000000383', '000000385', '000000387', '000000389', '000000391', '000000393', '000000784', '000000395', '000000446', '000000448', '000001383', '000000451', '000001385', '000000453', '000000786', '000000456', '000000788', '000000713', '000000790', '000000792', '000000461', '000000711', '000001155']",1,Ү:27 (Gachuurt final station-Officer station),11100853,8,07:29,12,07:20,,23:06
22:12,"['100000133', '000000308', '000000310', '000000403', '000000406', '000000408', '000000410', '000000411', '000001161', '000000381', '000000383', '000000385', '000000387', '000000709', '000000710', '000001252']",1,Ү:30 (Janjin club-),11100856,8,07:36,9,07:20,,22:52
22:15,"['000000006', '000000004', '000000634', '000000561', '000000725', '000000533', '000000531', '000000534', '000000538', '000000540', '000000548', '000000551', '000000552', '000001427', '000001233']",1,Ү:31 (Zaisan-Tsambagarav),11100857,4,07:25,5,07:20,,22:55
